,Environment Feature,,,,,,,,Vehicle Feature,,,,,,,,,,,,,,,,,,,
122,19,83,28,5,46,11,48,89,0,0,95.29411765,vehicle.nissan.micra,0,-179.9692993,0,3,3,I,"-2133,-945,766,561
",95.29411765,0,0,vehicle.citroen.c3,0,-179.9938965,0,37,37
123,14,27,34,61,60,11,95,93,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,-179.9938965,0,35,3,I,"892,510,939,540
",40.39215686,83.49514563,226.0465116,vehicle.audi.etron,0,0.006117758,0,34,34
124,20,50,7,67,48,72,32,40,350.3571429,100,65.88235294,vehicle.audi.tt,0,-179.9692993,0,3,3,I,"-2165,-584,726,577
",65.88235294,100,350.3571429,vehicle.audi.tt,0,0.006117758,0,19,19
125,22,77,57,20,66,53,55,61,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-179.9938965,0,40,3,I,"871,514,909,540
",83.92156863,80.37383178,233.372093,vehicle.volkswagen.t2,0,-179.9938965,0,24,24
126,20,2,19,19,48,58,2,47,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-179.9938965,0,19,3,I,"833,485,913,541
",83.92156863,80.37383178,233.372093,vehicle.audi.tt,0,-179.9938965,0,12,12
127,20,16,32,27,71,44,8,87,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,0.006117758,0,5,3,I,"599,127,1025,547
",28.62745098,83.56164384,0,vehicle.nissan.micra,0,-179.9938965,0,14,14
128,6,42,52,70,6,13,48,71,0,0,42.74509804,vehicle.bmw.grandtourer,0,-179.9938965,0,36,3,I,"859,507,910,540
",42.74509804,0,0,vehicle.audi.etron,0,0.006117758,0,34,34
129,19,3,66,46,3,97,67,45,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,-179.9938965,0,18,3,I,"799,477,908,541
",40.39215686,83.49514563,226.0465116,vehicle.citroen.c3,0,0.006117758,0,34,34
130,10,68,38,69,99,80,57,37,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,-179.9938965,0,15,3,I,"797,445,909,541
",85.09803922,0,0,vehicle.bmw.grandtourer,0,0.006117758,0,22,22
131,22,19,8,26,92,71,44,44,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,-179.9938965,0,13,3,I,"733,433,872,541
",85.09803922,0,0,vehicle.chevrolet.impala,0,-179.9938965,0,19,19
132,18,34,75,89,22,7,92,22,0,100,100,vehicle.toyota.prius,0.000102453,0.006117756,0,5,3,I,"586,237,993,547
",100,100,0,vehicle.chevrolet.impala,0,0.006117758,0,16,16
133,10,47,39,8,54,24,64,38,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,-179.9938965,0,16,3,I,"822,451,922,541
",85.09803922,0,0,vehicle.nissan.patrol,0,-179.9938965,0,8,8
134,17,36,21,45,11,27,0,83,350.3571429,100,65.88235294,vehicle.audi.etron,0,0.006117758,0,27,3,I,"957,496,1012,541
",65.88235294,100,350.3571429,vehicle.seat.leon,0,0.006117758,0,5,5
135,11,80,9,9,69,1,55,14,0,0,42.74509804,vehicle.bmw.grandtourer,0,0.006117758,0,6,3,I,"598,260,982,545
",42.74509804,0,0,vehicle.nissan.patrol,0,-179.9938965,0,35,35
136,14,26,89,56,33,87,43,7,0,0,42.74509804,vehicle.bmw.grandtourer,0,-179.9938965,0,9,3,I,"558,375,856,543
",42.74509804,0,0,vehicle.jeep.wrangler_rubicon,0,0.006117758,0,18,18
137,11,79,18,13,56,26,93,15,350.3571429,100,65.88235294,vehicle.audi.tt,0,0.006117758,0,9,3,I,"970,424,1146,543
",65.88235294,100,350.3571429,vehicle.volkswagen.t2,0,-179.9938965,0,11,11
138,9,69,29,66,38,74,46,34,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,0.006117758,0,33,3,I,"966,497,1012,540
",28.62745098,83.56164384,0,vehicle.jeep.wrangler_rubicon,0,-179.9938965,0,17,17
139,6,92,94,52,94,48,82,12,0,0,85.09803922,vehicle.citroen.c3,0,0.006117758,0,18,3,I,"943,475,1018,541
",85.09803922,0,0,vehicle.audi.a2,0.064463325,-179.9938965,0,7,7
140,13,53,85,20,56,51,100,64,0,0,95.29411765,vehicle.nissan.micra,0,-179.9938965,0,14,3,I,"810,458,922,541
",95.29411765,0,0,vehicle.tesla.model3,0,0.006117758,0,10,10
141,16,84,18,16,97,69,72,19,350.3571429,100,65.88235294,vehicle.audi.etron,0,0.006117758,0,36,3,I,"923,508,962,540
",65.88235294,100,350.3571429,vehicle.seat.leon,0,-179.9938965,0,11,11
142,18,5,18,69,51,27,21,78,350.3571429,100,65.88235294,vehicle.audi.etron,0,0.006117758,0,10,3,I,"823,405,994,544
",65.88235294,100,350.3571429,vehicle.bmw.grandtourer,0,0.006117758,0,39,39
143,11,73,81,25,44,86,0,1,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,0.006117758,0,9,3,I,"837,411,1028,544
",56.07843137,57.34265734,221.7073171,vehicle.audi.a2,0.064060338,0.006116273,0,35,35
144,16,12,55,44,65,91,81,69,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,0.006117758,0,22,3,I,"976,492,1040,541
",83.92156863,80.37383178,233.372093,vehicle.tesla.model3,0,-179.9938965,0,33,33
145,12,13,11,61,14,80,21,64,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,0.006117758,0,32,3,I,"919,499,962,540
",73.33333333,13.36898396,69.6,vehicle.chevrolet.impala,0,-179.9938965,0,30,30
146,13,8,28,34,95,66,98,61,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-179.9938965,0,38,3,I,"894,503,935,540
",28.62745098,83.56164384,0,vehicle.toyota.prius,0.000102453,0.006117756,1.34E-07,34,34
147,12,43,72,78,15,99,64,85,0,0,42.74509804,vehicle.bmw.grandtourer,0,-179.9938965,0,4,3,I,"-173,-46,865,552
",42.74509804,0,0,vehicle.tesla.model3,0,0.006117758,0,13,13
148,12,8,29,48,28,33,27,15,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,0.006117758,0,24,3,I,"958,497,1021,541
",56.07843137,57.34265734,221.7073171,vehicle.volkswagen.t2,0,-179.9938965,0,20,20
149,20,70,65,90,12,80,70,2,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,0.006117758,0,14,3,I,"894,459,1013,542
",56.07843137,57.34265734,221.7073171,vehicle.nissan.micra,0,0.006117758,0,38,38
150,20,61,77,37,30,75,89,57,0,0,95.29411765,vehicle.nissan.micra,0,-179.9938965,0,13,3,I,"717,449,863,541
",95.29411765,0,0,vehicle.volkswagen.t2,0,-179.9938965,0,25,25
151,3,86,16,65,53,40,60,90,350.3571429,100,65.88235294,vehicle.audi.etron,0,-179.9938965,0,8,3,I,"536,336,874,546
",65.88235294,100,350.3571429,vehicle.chevrolet.impala,0,-179.9938965,0,30,30
152,16,24,75,48,65,37,98,73,350.3571429,100,65.88235294,vehicle.audi.tt,0,-179.9938965,0,9,3,I,"397,399,746,544
",65.88235294,100,350.3571429,vehicle.seat.leon,0,-179.9938965,0,20,20
153,13,23,45,62,18,8,17,52,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,0.006117758,0,32,3,I,"964,499,1006,540
",85.09803922,0,0,vehicle.jeep.wrangler_rubicon,0,-179.9938965,0,22,22
154,8,93,81,58,50,58,99,58,350.3571429,100,65.88235294,vehicle.audi.tt,0,-179.9938965,0,35,3,I,"903,513,944,540
",65.88235294,100,350.3571429,vehicle.jeep.wrangler_rubicon,0,0.006117758,0,11,11
155,15,84,79,75,64,31,35,66,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,-179.9938965,0,15,3,I,"792,462,922,542
",40.39215686,83.49514563,226.0465116,vehicle.audi.etron,0,-179.9938965,0,38,38
156,11,58,16,80,25,82,0,33,0,0,85.09803922,vehicle.citroen.c3,0,0.006117758,0,32,3,I,"924,504,965,540
",85.09803922,0,0,vehicle.chevrolet.impala,0,-179.9938965,0,31,31
157,19,94,16,15,12,35,36,77,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,0.006117758,0,7,3,I,"954,260,1243,544
",28.62745098,83.56164384,0,vehicle.audi.etron,0,0.006117758,0,10,10
158,11,58,29,4,25,95,48,4,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,0.006117758,0,28,3,I,"915,503,970,541
",40.39215686,83.49514563,226.0465116,vehicle.bmw.grandtourer,0,-179.9938965,0,9,9
159,12,11,68,43,17,4,50,78,0,100,100,vehicle.toyota.prius,0.000102453,0.006117756,0,7,3,I,"875,337,1148,544
",100,100,0,vehicle.audi.tt,0,0.006117758,0,27,27
160,18,89,58,63,69,87,69,81,350.3571429,100,65.88235294,vehicle.audi.etron,0,0.006117758,0,11,3,I,"839,419,992,543
",65.88235294,100,350.3571429,vehicle.nissan.micra,0,0.006117758,0,32,32
161,16,41,3,71,51,54,26,89,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,-179.9692993,0,3,3,I,"258,315,3219,1263
",56.07843137,57.34265734,221.7073171,vehicle.audi.etron,0,0.006117758,0,33,33
162,24,44,50,62,78,57,6,85,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,-0.729703248,179.8919525,-0.970733643,10,3,I,"435,406,764,545
",40.39215686,83.49514563,226.0465116,vehicle.audi.a2,0.064668231,0.0061158,0,29,29
163,20,61,53,75,54,52,88,55,350.3571429,100,65.88235294,vehicle.audi.a2,0.064415507,0.006116488,0,5,3,I,"553,255,925,546
",65.88235294,100,350.3571429,vehicle.tesla.model3,0,-179.9938965,0,25,25
164,13,60,0,0,10,3,0.75,0,0,0,95.29411765,vehicle.nissan.micra,0,-179.9938965,0,14,3,I,"689,456,832,541
",95.29411765,0,0,vehicle.seat.leon,0,-179.9938965,0,33,33
165,8,56,1,49,4,96,7,72,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,0.006117758,0,24,3,I,"935,497,989,541
",83.92156863,80.37383178,233.372093,vehicle.audi.tt,0,-179.9938965,0,26,26
166,3,19,88,8,35,16,82,9,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-179.9938965,0,22,3,I,"799,473,884,541
",28.62745098,83.56164384,0,vehicle.citroen.c3,0,-179.9938965,0,9,9
167,15,41,34,15,84,37,53,81,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-179.9938965,0,31,3,I,"837,493,895,540
",28.62745098,83.56164384,0,vehicle.citroen.c3,0,0.006117758,0,36,36
168,17,1,61,14,67,37,64,3,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,-179.9938965,0,15,3,I,"807,448,915,541
",85.09803922,0,0,vehicle.chevrolet.impala,0,0.006117758,0,34,34
169,18,33,94,34,44,77,45,16,0,100,100,vehicle.toyota.prius,0.000102453,-179.9938965,0,34,3,I,"864,508,913,540
",100,100,0,vehicle.bmw.grandtourer,0,0.006117758,0,19,19
170,20,86,26,38,33,7,40,42,0,100,100,vehicle.toyota.prius,0.000102453,-179.9938965,0,5,3,I,"-108,150,762,549
",100,100,0,vehicle.audi.a2,0.064702377,0.006115923,0,30,30
171,19,44,44,83,97,58,33,34,0,0,85.09803922,vehicle.citroen.c3,0,0.006117758,0,19,3,I,"969,478,1044,541
",85.09803922,0,0,vehicle.nissan.micra,0,-179.9938965,0,31,31
172,7,92,100,2,23,15,73,86,350.3571429,100,65.88235294,vehicle.audi.a2,0.064319886,-179.9938965,0,28,3,I,"854,501,907,540
",65.88235294,100,350.3571429,vehicle.toyota.prius,0.000102453,-179.9938965,0,20,20
173,11,19,55,15,13,98,35,13,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,0.006117758,0,31,3,I,"927,507,976,540
",40.39215686,83.49514563,226.0465116,vehicle.toyota.prius,0.000102453,-179.9938965,0,17,17
174,5,85,15,21,87,4,97,94,0,0,95.29411765,vehicle.nissan.micra,0,0.006117758,0,5,3,I,"794,270,1130,543
",95.29411765,0,0,vehicle.nissan.micra,0,-179.9938965,0,5,5
175,12,33,6,60,4,31,29,71,350.3571429,100,65.88235294,vehicle.audi.etron,0,0.006117758,0,32,3,I,"917,503,963,541
",65.88235294,100,350.3571429,vehicle.nissan.micra,0,0.006117758,0,10,10
176,16,71,98,62,74,91,8,82,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-179.9938965,0,21,3,I,"780,468,874,541
",28.62745098,83.56164384,0,vehicle.seat.leon,0,0.006117758,0,17,17
177,13,56,7,21,91,34,72,39,0,0,95.29411765,vehicle.nissan.micra,0,-179.9938965,0,5,3,I,"-340,69,697,546
",95.29411765,0,0,vehicle.chevrolet.impala,0,0.006117758,0,37,37
178,7,95,35,94,79,76,45,33,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,-179.9938965,0,9,3,I,"687,392,931,544
",56.07843137,57.34265734,221.7073171,vehicle.tesla.model3,0,0.006117758,0,28,28
179,14,82,74,46,39,79,93,15,0,0,42.74509804,vehicle.bmw.grandtourer,0,0.006117758,0,20,3,I,"930,481,1010,541
",42.74509804,0,0,vehicle.bmw.grandtourer,0,0.006117758,0,30,30
180,12,68,4,79,38,40,47,29,350.3571429,100,65.88235294,vehicle.audi.a2,0.064299397,0.006116995,0,28,3,I,"967,501,1014,540
",65.88235294,100,350.3571429,vehicle.toyota.prius,0.000102453,0.006117756,0,8,8
181,4,47,88,19,31,31,91,95,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,0.006117758,0,16,3,I,"975,474,1062,541
",83.92156863,80.37383178,233.372093,vehicle.chevrolet.impala,0,-179.9938965,0,5,5
182,10,40,94,71,26,6,11,18,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,-179.9938965,0,28,3,I,"814,503,884,541
",56.07843137,57.34265734,221.7073171,vehicle.citroen.c3,0,0.006117758,0,9,9
183,20,100,100,90,100,7,0.75,0,350.3571429,100,65.88235294,vehicle.audi.tt,0,0.006117758,0,24,3,I,"900,499,960,541
",65.88235294,100,350.3571429,vehicle.nissan.micra,0,0.006117758,0,8,8
184,13,46,51,21,61,78,84,81,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,-179.9938965,0,4,3,I,"-1161,-334,806,564
",40.39215686,83.49514563,226.0465116,vehicle.chevrolet.impala,0,-179.9938965,0,33,33
185,18,52,55,23,38,59,35,55,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,0.006117758,0,12,3,I,"826,417,954,542
",85.09803922,0,0,vehicle.toyota.prius,0.000102453,0.006117756,1.17E-06,35,35
186,14,20,9,25,94,10,97,62,0,0,85.09803922,vehicle.citroen.c3,0,-179.9938965,0,17,3,I,"722,470,836,541
",85.09803922,0,0,vehicle.chevrolet.impala,0,0.006117758,0,14,14
187,12,58,40,9,25,79,72,54,350.3571429,100,65.88235294,vehicle.audi.etron,0,-179.9938965,0,34,3,I,"859,506,909,541
",65.88235294,100,350.3571429,vehicle.tesla.model3,0,-179.9938965,0,9,9
188,9,37,74,42,9,96,38,51,350.3571429,100,65.88235294,vehicle.audi.a2,0.064190112,0.006117089,0,16,3,I,"917,471,999,541
",65.88235294,100,350.3571429,vehicle.seat.leon,0,0.006117758,0,10,10
189,17,18,5,80,5,0,98,88,0,0,42.74509804,vehicle.bmw.grandtourer,0,-179.9938965,0,5,3,I,"353,197,903,547
",42.74509804,0,0,vehicle.volkswagen.t2,0,-179.9938965,0,10,10
190,23,6,90,89,5,100,27,62,350.3571429,100,65.88235294,vehicle.audi.etron,0,0.006117758,0,34,3,I,"946,506,988,541
",65.88235294,100,350.3571429,vehicle.jeep.wrangler_rubicon,0,0.006117758,0,11,11
191,11,24,69,73,58,47,94,32,0,100,100,vehicle.toyota.prius,0.000102453,-179.9938965,0,35,3,I,"864,509,912,540
",100,100,0,vehicle.chevrolet.impala,0,-179.9938965,0,20,20
192,9,37,32,77,41,100,79,13,0,0,95.29411765,vehicle.nissan.micra,0,0.006117758,0,27,3,I,"945,501,992,540
",95.29411765,0,0,vehicle.audi.etron,0,0.006117758,0,12,12
193,2,29,73,96,99,62,9,94,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,0.006117758,0,33,3,I,"967,500,1008,540
",85.09803922,0,0,vehicle.audi.a2,0.064224266,0.006116262,0,17,17
194,19,48,55,57,70,6,100,98,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-179.9938965,0,39,3,I,"914,514,948,540
",83.92156863,80.37383178,233.372093,vehicle.nissan.micra,0,0.006117758,0,13,13
195,18,89,93,56,15,18,33,10,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-179.9938965,0,24,3,I,"809,496,879,541
",83.92156863,80.37383178,233.372093,vehicle.nissan.patrol,0,0.006117758,0,34,34
196,20,75,88,47,8,49,50,56,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-179.9938965,0,25,3,I,"864,498,923,541
",83.92156863,80.37383178,233.372093,vehicle.nissan.patrol,0,0.006117758,0,15,15
197,19,82,77,66,47,68,75,36,0,100,100,vehicle.toyota.prius,0.000102453,-179.9938965,0,34,3,I,"887,509,932,540
",100,100,0,vehicle.nissan.patrol,0,-179.9938965,0,16,16
198,19,98,72,42,69,40,59,65,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,-179.9938965,0,10,3,I,"541,409,832,544
",56.07843137,57.34265734,221.7073171,vehicle.citroen.c3,0,-179.9938965,0,38,38
199,20,83,7,92,50,61,42,63,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,-179.9938965,0,14,3,I,"698,439,839,541
",85.09803922,0,0,vehicle.audi.tt,0,-179.9938965,0,27,27
200,22,73,1,18,40,91,5,42,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,0.006117758,0,17,3,I,"917,460,998,541
",85.09803922,0,0,vehicle.seat.leon,0,0.006117758,0,31,31
201,22,74,88,29,74,91,39,99,0,100,100,vehicle.toyota.prius,0.000102453,0.006117756,0,36,3,I,"969,510,1010,540
",100,100,0,vehicle.audi.a2,0.064381361,0.00611582,4.07E-13,14,14
202,3,12,0,16,22,48,10,66,0,0,85.09803922,vehicle.citroen.c3,0,0.006117758,0,30,3,I,"973,502,1019,540
",85.09803922,0,0,vehicle.audi.a2,0.064381361,-179.9938965,0,19,19
203,10,91,65,7,66,42,10,70,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,-179.9938965,0,21,3,I,"871,477,941,540
",73.33333333,13.36898396,69.6,vehicle.bmw.grandtourer,0,-179.9692993,0,4,4
204,15,45,23,38,89,52,6,60,350.3571429,100,65.88235294,vehicle.audi.tt,0,0.006117758,0,28,3,I,"968,505,1021,541
",65.88235294,100,350.3571429,vehicle.tesla.model3,0,0.006117758,0,17,17
205,16,25,67,26,79,26,63,30,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,0.006117758,0,13,3,I,"968,436,1077,541
",85.09803922,0,0,vehicle.audi.etron,0,-179.9938965,0,20,20
206,22,29,65,80,68,47,87,21,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,0.006117758,0,38,3,I,"943,513,976,540
",83.92156863,80.37383178,233.372093,vehicle.citroen.c3,0,-179.9938965,0,5,5
207,7,90,61,22,71,19,36,97,350.3571429,100,65.88235294,vehicle.audi.etron,0,-179.9938965,0,15,3,I,"747,454,884,542
",65.88235294,100,350.3571429,vehicle.audi.a2,0.064251587,0.006115973,0,17,17
208,17,15,36,37,80,5,96,53,350.3571429,100,65.88235294,vehicle.audi.etron,0,-179.9938965,0,31,3,I,"872,502,925,541
",65.88235294,100,350.3571429,vehicle.chevrolet.impala,0,-179.9938965,0,6,6
209,11,16,95,79,17,97,77,85,350.3571429,100,65.88235294,vehicle.audi.a2,0.064456493,0.006116148,4.07E-13,28,3,I,"919,501,965,540
",65.88235294,100,350.3571429,vehicle.audi.a2,0.064456493,-179.9938965,0,36,36
210,18,79,40,86,69,11,82,5,350.3571429,100,65.88235294,vehicle.audi.etron,0,0.006117758,0,22,3,I,"908,486,975,541
",65.88235294,100,350.3571429,vehicle.audi.tt,0,0.006117758,0,30,30
211,15,37,31,0,81,2,17,45,0,0,95.29411765,vehicle.nissan.micra,0,-179.9938965,0,22,3,I,"859,490,927,540
",95.29411765,0,0,vehicle.nissan.patrol,0,0.006117758,0,8,8
212,22,73,100,15,53,42,68,2,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,0.006117758,0,20,3,I,"962,465,1040,541
",28.62745098,83.56164384,0,vehicle.chevrolet.impala,0,0.006117758,0,9,9
213,11,80,95,55,26,9,62,5,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-179.9938965,0,6,3,I,"528,310,888,545
",83.92156863,80.37383178,233.372093,vehicle.toyota.prius,0.000102453,-179.9938965,0,29,29
214,17,42,45,20,57,9,91,62,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,0.006117758,0,36,3,I,"925,500,965,540
",28.62745098,83.56164384,0,vehicle.toyota.prius,0.000102453,-179.9938965,0,24,24
215,12,2,31,83,40,93,7,17,0,0,95.29411765,vehicle.nissan.micra,0,-179.9938965,0,39,3,I,"902,513,937,540
",95.29411765,0,0,vehicle.toyota.prius,0.000102453,0.006117756,0,29,29
216,23,67,97,56,53,13,35,52,0,0,42.74509804,vehicle.bmw.grandtourer,0,0.006117758,0,14,3,I,"841,452,961,541
",42.74509804,0,0,vehicle.volkswagen.t2,0,0.006117758,0,29,29
217,23,19,88,90,64,98,52,37,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,0.006117758,0,28,3,I,"918,502,975,541
",40.39215686,83.49514563,226.0465116,vehicle.jeep.wrangler_rubicon,0,-179.9692993,0,5,5
218,20,62,89,30,79,10,0,90,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,0.006117758,0,22,3,I,"975,491,1039,541
",83.92156863,80.37383178,233.372093,vehicle.audi.tt,0,0.006117758,0,13,13
219,16,22,64,87,42,5,65,2,0,0,85.09803922,vehicle.citroen.c3,0,-179.9938965,0,13,3,I,"635,443,805,542
",85.09803922,0,0,vehicle.tesla.model3,0,0.006117758,0,39,39
220,12,74,5,36,84,12,80,18,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,0.006117758,0,19,3,I,"928,484,999,541
",83.92156863,80.37383178,233.372093,vehicle.jeep.wrangler_rubicon,0,0.006117758,0,13,13
221,5,50,100,91,86,20,87,89,350.3571429,100,65.88235294,vehicle.audi.tt,0,0.006117758,0,31,3,I,"955,509,1001,541
",65.88235294,100,350.3571429,vehicle.audi.tt,0,-179.9938965,0,31,31
222,14,53,28,58,44,31,83,90,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,0.006117758,0,11,3,I,"977,388,1142,542
",28.62745098,83.56164384,0,vehicle.chevrolet.impala,0,-179.9938965,0,5,5
223,20,42,10,14,48,58,58,82,0,0,85.09803922,vehicle.citroen.c3,0,-179.9938965,0,8,3,I,"212,316,695,545
",85.09803922,0,0,vehicle.nissan.micra,0,0.006117758,0,35,35
224,6,1,70,2,6,58,22,31,350.3571429,100,65.88235294,vehicle.audi.tt,0,-179.9938965,0,23,3,I,"786,497,868,541
",65.88235294,100,350.3571429,vehicle.jeep.wrangler_rubicon,0,0.006117758,0,7,7
225,22,100,49,84,38,13,82,59,0,0,85.09803922,vehicle.citroen.c3,0,0.006117758,0,29,3,I,"914,500,960,541
",85.09803922,0,0,vehicle.bmw.grandtourer,0,0.006117758,0,15,15
226,13,36,58,73,34,23,19,26,0,0,95.29411765,vehicle.nissan.micra,0,-179.9938965,0,8,3,I,"621,382,870,542
",95.29411765,0,0,vehicle.seat.leon,0,0.006117758,0,23,23
227,6,17,27,86,51,21,61,95,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,-179.9938965,0,23,3,I,"811,493,895,541
",40.39215686,83.49514563,226.0465116,vehicle.seat.leon,0,0.006117758,0,24,24
228,13,5,0,0,10,2,0.75,0,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,-179.9692993,0,3,3,I,"509,103,52642,31469
",73.33333333,13.36898396,69.6,vehicle.volkswagen.t2,0,0.006117758,0,14,14
229,5,38,40,33,17,62,100,55,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-179.9938965,0,30,3,I,"847,506,898,540
",83.92156863,80.37383178,233.372093,vehicle.tesla.model3,0,-179.9692993,0,3,3
230,23,100,5,73,19,4,51,79,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,0.006117758,0,19,3,I,"968,484,1053,541
",40.39215686,83.49514563,226.0465116,vehicle.seat.leon,0,0.006117758,0,7,7
231,21,29,88,38,10,11,81,70,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,0.006117758,0,19,3,I,"899,468,973,541
",85.09803922,0,0,vehicle.citroen.c3,0,0.006117758,0,36,36
232,2,11,7,62,39,55,54,22,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-179.9938965,0,22,3,I,"783,491,863,541
",83.92156863,80.37383178,233.372093,vehicle.audi.a2,0.064395018,0.006115764,0,12,12
233,23,48,91,47,55,37,16,36,0,0,95.29411765,vehicle.nissan.micra,0,-179.9938965,0,19,3,I,"749,481,846,540
",95.29411765,0,0,vehicle.tesla.model3,0,-179.9938965,0,39,39
234,5,73,45,81,39,56,35,11,0,0,95.29411765,vehicle.nissan.micra,0,0.006117758,0,13,3,I,"951,454,1058,541
",95.29411765,0,0,vehicle.citroen.c3,0,-179.9938965,0,13,13
235,14,76,96,2,31,48,82,93,350.3571429,100,65.88235294,vehicle.audi.etron,0,-179.9938965,0,12,3,I,"673,424,868,543
",65.88235294,100,350.3571429,vehicle.seat.leon,0,0.006117758,0,4,4
236,24,14,61,1,20,59,65,95,350.3571429,100,65.88235294,vehicle.audi.etron,0,-179.9938965,0,39,3,I,"866,510,909,540
",65.88235294,100,350.3571429,vehicle.audi.a2,0.064381361,-179.9938965,0,29,29
237,8,29,32,87,17,67,23,42,0,0,95.29411765,vehicle.nissan.micra,0,0.006117758,0,18,3,I,"929,481,1002,540
",95.29411765,0,0,vehicle.nissan.patrol,0,0.006117758,0,10,10
238,13,98,57,70,2,76,98,27,350.3571429,100,65.88235294,vehicle.audi.a2,0.064196944,-179.9938965,0,7,3,I,"331,339,733,544
",65.88235294,100,350.3571429,vehicle.audi.etron,0,-179.9938965,0,37,37
239,20,5,0,50,10,2,0.75,0,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-179.9938965,0,37,3,I,"864,512,905,540
",83.92156863,80.37383178,233.372093,vehicle.volkswagen.t2,0,-179.9938965,0,16,16
