,TestId,Forest,Prediction,Anchor,Precision,Coverage,Label
57,5055,"[15, 1, 11, 1, 13, 6, 4, 14, 5, 0, 0, 10, 16, 8, 16, 10, 13, 9, 10, 9, 2, 4, 8]",Medium Risk Level,cardistance <= 17.00 AND 50.00 < cloudiness <= 75.00 AND cartype = vehicle.volkswagen.t2 AND yaw > 0.01 AND fogdis <= 48.00 AND wind > 76.00 AND roll <= 0.00 AND fogden > 24.00 AND 7.00 < time <= 19.00 AND carcolor_H <= 0.00 AND 2.00 < carnumber <= 3.00 AND carcolor_V <= 65.88 AND carcolor_S > 80.37 AND precipitation > 24.00,0.944092827,0,Medium Risk Level
58,1328,"[1, 17, 13, 14, 6, 5, 12, 1, 5, 8, 4, 9, 3, 10, 4, 5, 6, 1, 16, 7, 0, 7, 9]",High Risk level,cloudiness > 75.00 AND roadtype = T AND yaw <= 100.04 AND roll <= 0.00 AND fogdis <= 48.00 AND fogden > 76.00 AND pitch <= 0.00 AND carcolor_V <= 85.10 AND 24.00 < wind <= 76.00 AND 0.00 < carcolor_S <= 100.00 AND ponding > 25.00 AND carcolor_H > 0.00 AND carnumber > 2.00 AND wetness > 74.00 AND time > 7.00,0.776292853,0.0001,High Risk level
59,3285,"[1, 10, 13, 9, 17, 16, 8, 14, 4, 9, 7, 0, 5, 13, 9, 10, 4, 7, 5, 2, 10, 13, 0, 12, 3, 3, 3, 8, 8, 16, 11, 6, 0, 7, 1, 15, 15, 6, 1, 6]",Low Risk level,50.00 < cloudiness <= 75.00 AND carcolor_H > 233.37 AND yaw > 100.04 AND 80.37 < carcolor_S <= 100.00 AND roadtype = R AND carnumber <= 2.00 AND 56.08 < carcolor_V <= 65.88 AND roll <= 0.00 AND wind > 50.00 AND 23.00 < wetness <= 49.00 AND time > 19.00 AND fogden > 50.00 AND precipitation > 24.00 AND pitch > 0.00 AND ponding <= 25.00 AND cartype = vehicle.audi.a2 AND fogdis > 74.00 AND cardistance <= 17.00,0.647803425,0.0002,Low Risk level
60,5494,"[17, 10, 9, 1, 15, 6]",Medium Risk Level,roadtype = R AND carcolor_H <= 69.60 AND carcolor_S <= 0.00 AND cloudiness <= 24.00 AND cardistance > 23.00 AND fogdis <= 74.00,0.971387697,0.0024,Medium Risk Level
61,1720,"[1, 15, 3, 9]",High Risk level,cloudiness > 50.00 AND cardistance > 17.00 AND ponding > 75.00 AND carcolor_S <= 0.00,0.95033557,0.0168,High Risk level
62,6418,"[15, 17, 1, 10, 6, 5, 15, 11, 3]",Safety level,9.00 < cardistance <= 17.00 AND roadtype = I AND cloudiness <= 50.00 AND carcolor_H > 69.60 AND fogdis > 48.00 AND fogden <= 24.00 AND cartype = vehicle.audi.etron AND ponding <= 50.00,0.975177305,0,Safety level
63,6278,"[15, 17, 1, 8, 6, 3, 5, 13, 7, 2, 2, 16, 8, 15, 2, 0, 13, 9, 12, 5, 9, 4, 7, 6, 10]",Safety level,cardistance <= 9.00 AND roadtype = I AND cloudiness <= 75.00 AND carcolor_V > 85.10 AND fogdis > 48.00 AND ponding <= 50.00 AND fogden <= 24.00 AND -178.77 < yaw <= 0.01 AND wetness > 49.00 AND 49.00 < precipitation <= 75.00 AND carnumber > 2.00 AND time <= 19.00 AND carcolor_S <= 0.00 AND pitch <= 0.00 AND wind > 24.00 AND carcolor_H <= 233.37,0.932708688,0.0002,Safety level
64,5361,"[15, 10, 1, 5, 11, 3, 6, 8, 2, 9, 7, 13, 16, 7, 15, 13, 0, 9, 3, 3, 8, 5, 9, 10, 2, 2, 13, 15]",Safety level,cardistance <= 9.00 AND carcolor_H > 233.37 AND cloudiness <= 75.00 AND fogden <= 50.00 AND cartype = vehicle.audi.tt AND ponding <= 25.00 AND fogdis > 23.00 AND 56.08 < carcolor_V <= 85.10 AND precipitation > 75.00 AND 80.37 < carcolor_S <= 100.00 AND wetness <= 23.00 AND -178.77 < yaw <= 0.01 AND carnumber > 2.00 AND time <= 13.00,0.831983806,0,Safety level
65,3371,"[1, 15, 5, 0]",High Risk level,cloudiness > 75.00 AND cardistance > 17.00 AND fogden > 76.00 AND time > 13.00,0.975824176,0.0155,Low Risk level
66,7509,"[15, 11, 6, 5, 1, 3, 0, 8, 13, 2, 2, 7, 7, 0, 16, 4, 15, 0, 5, 16, 12, 15, 6, 4, 5, 4]",Safety level,cardistance <= 9.00 AND cartype = vehicle.citroen.c3 AND fogdis > 48.00 AND fogden <= 24.00 AND cloudiness <= 75.00 AND ponding <= 50.00 AND time <= 7.00 AND carcolor_V > 56.08 AND yaw > -178.77 AND 24.00 < precipitation <= 49.00 AND 49.00 < wetness <= 74.00 AND 2.00 < carnumber <= 3.00 AND 50.00 < wind <= 76.00 AND pitch <= 0.00,0.90248566,0,Safety level
67,3661,"[1, 15, 17, 3]",Low Risk level,cloudiness <= 24.00 AND cardistance > 23.00 AND roadtype = I AND ponding > 50.00,0.983713355,0.0081,Low Risk level
68,2181,"[1, 6, 16, 5, 15, 17, 15, 13, 8, 2, 14, 0, 6, 16, 7, 4]",Low Risk level,cloudiness <= 50.00 AND fogdis <= 48.00 AND 2.00 < carnumber <= 3.00 AND fogden > 76.00 AND 9.00 < cardistance <= 17.00 AND roadtype = R AND yaw > 0.01 AND carcolor_V > 56.08 AND precipitation > 24.00 AND roll <= 0.00 AND time > 7.00 AND wetness <= 74.00 AND wind > 24.00,0.8189609,0.001,Low Risk level
69,7448,"[1, 6, 17, 15, 3, 9, 5, 8, 4]",Safety level,cloudiness <= 24.00 AND fogdis > 74.00 AND roadtype = I AND cardistance <= 23.00 AND ponding <= 25.00 AND carcolor_S > 80.37 AND fogden <= 24.00 AND carcolor_V <= 65.88 AND wind <= 76.00,0.951521984,0.0006,Safety level
70,5792,"[1, 15, 11, 5, 13, 3, 16, 3, 9, 0]",Safety level,cloudiness <= 24.00 AND cardistance <= 17.00 AND cartype = vehicle.chevrolet.impala AND fogden <= 24.00 AND yaw > 100.04 AND ponding <= 50.00 AND carnumber <= 2.00 AND carcolor_S > 0.00 AND time > 7.00,0.958389262,0.0012,Safety level
71,925,"[1, 15, 3]",High Risk level,cloudiness > 75.00 AND cardistance > 23.00 AND ponding > 75.00,0.968203498,0.0186,High Risk level
72,1534,"[1, 15, 11, 9, 4]",High Risk level,cloudiness > 50.00 AND cardistance > 17.00 AND cartype = vehicle.citroen.c3 AND carcolor_S <= 0.00 AND wind > 50.00,0.957650273,0.0108,High Risk level
73,6292,"[15, 6, 11, 5, 3, 9, 2, 0, 10, 16, 15, 10, 0, 0, 5, 5, 7, 7, 3, 7, 16, 2, 6, 15, 6, 9, 13]",Safety level,9.00 < cardistance <= 17.00 AND fogdis > 74.00 AND cartype = vehicle.chevrolet.impala AND fogden <= 24.00 AND ponding <= 25.00 AND 0.00 < carcolor_S <= 100.00 AND precipitation <= 49.00 AND 7.00 < time <= 13.00 AND carcolor_H > 69.60 AND 2.00 < carnumber <= 3.00 AND wetness <= 23.00 AND yaw > -178.77,0.846803378,0,Safety level
74,1317,"[1, 15, 11]",High Risk level,cloudiness > 75.00 AND cardistance > 23.00 AND cartype = vehicle.jeep.wrangler_rubicon,0.962318841,0.0075,High Risk level
75,3636,"[1, 6, 5, 15, 13, 17, 15, 3, 2, 16, 13, 0, 0, 14, 13, 4, 7, 8, 15, 9, 8, 3, 6, 5, 1, 6, 12]",Low Risk level,cloudiness <= 50.00 AND fogdis <= 23.00 AND fogden > 50.00 AND 9.00 < cardistance <= 17.00 AND 0.01 < yaw <= 100.04 AND roadtype = X AND ponding > 50.00 AND precipitation > 24.00 AND carnumber <= 3.00 AND 7.00 < time <= 19.00 AND roll <= 0.00 AND wind <= 76.00 AND wetness <= 74.00 AND carcolor_V <= 65.88 AND carcolor_S <= 100.00 AND pitch <= 0.00,0.804878049,0,Low Risk level
76,4984,"[15, 11, 6, 4, 8, 17, 9, 0, 14, 2, 13, 7, 15, 6, 6, 0, 3, 9]",Medium Risk Level,cardistance <= 9.00 AND cartype = vehicle.nissan.patrol AND fogdis <= 23.00 AND wind > 24.00 AND carcolor_V <= 85.10 AND roadtype = R AND carcolor_S <= 80.37 AND time <= 13.00 AND roll <= 0.00 AND precipitation <= 75.00 AND yaw <= 100.04 AND wetness > 23.00 AND ponding > 25.00,0.484530676,0.0004,Medium Risk Level
77,7185,"[15, 1, 11, 5, 13, 3, 4, 15, 7, 8, 0, 1, 5, 3, 5, 16, 1, 9, 15, 4, 8, 13, 4, 14, 0]",Safety level,9.00 < cardistance <= 17.00 AND cloudiness <= 24.00 AND cartype = vehicle.bmw.grandtourer AND fogden <= 24.00 AND yaw > 0.01 AND ponding <= 50.00 AND wind <= 24.00 AND wetness <= 74.00 AND carcolor_V <= 65.88 AND 7.00 < time <= 19.00 AND carnumber <= 3.00 AND carcolor_S <= 100.00 AND roll <= 0.00,0.941468254,0.0004,Safety level
78,6948,"[15, 1, 15, 13, 0, 3, 5, 12, 2, 2, 0, 1, 1, 0, 15, 9, 3, 5, 13, 13, 14, 7, 4, 4, 7, 5, 17, 4, 3, 8, 8, 8, 9, 2, 9, 10, 10, 10, 7]",Safety level,cardistance <= 9.00 AND cloudiness <= 24.00 AND yaw > 100.04 AND time > 19.00 AND 25.00 < ponding <= 50.00 AND 24.00 < fogden <= 50.00 AND pitch <= 0.00 AND precipitation > 75.00 AND carcolor_S <= 0.00 AND roll <= 0.00 AND wetness <= 23.00 AND wind > 76.00 AND roadtype = R AND carcolor_V > 85.10 AND carcolor_H <= 0.00,0.805555556,0.0002,Safety level
79,5242,"[17, 11, 1, 15, 9, 1, 10]",Medium Risk Level,roadtype = X AND cartype = vehicle.nissan.micra AND cloudiness <= 24.00 AND cardistance > 17.00 AND carcolor_S <= 0.00 AND carcolor_H <= 0.00,0.974296206,0.0028,Medium Risk Level
80,2605,"[1, 10, 17, 9, 13, 7, 8, 0, 3, 0, 0, 4, 5, 5, 14, 10, 7, 16, 13, 6, 2, 2, 4, 4, 9, 3, 13, 7, 10, 6, 2, 8, 12, 9, 1, 6, 1, 11, 15, 5]",Low Risk level,50.00 < cloudiness <= 75.00 AND carcolor_H > 233.37 AND roadtype = R AND 80.37 < carcolor_S <= 100.00 AND yaw > 100.04 AND wetness <= 23.00 AND 56.08 < carcolor_V <= 85.10 AND 13.00 < time <= 19.00 AND ponding > 50.00 AND wind <= 24.00 AND 24.00 < fogden <= 50.00 AND roll <= 0.00 AND carnumber > 2.00 AND fogdis > 74.00 AND precipitation <= 24.00 AND pitch > 0.00 AND cartype = vehicle.audi.a2 AND cardistance <= 23.00,0.749191984,0.0001,Low Risk level
81,4034,"[15, 6, 5, 8, 2, 2, 10, 4, 14, 13, 0, 9, 7, 11, 5, 16, 0, 15, 9, 6, 6, 9, 13, 3, 7, 8, 13, 5, 8, 0, 12, 15, 7, 4, 16, 3, 17, 4, 3, 2]",Medium Risk Level,9.00 < cardistance <= 17.00 AND fogdis <= 23.00 AND 24.00 < fogden <= 50.00 AND carcolor_V <= 56.08 AND 24.00 < precipitation <= 49.00 AND carcolor_H <= 233.37 AND wind <= 24.00 AND roll <= 0.00 AND yaw > 100.04 AND time <= 7.00 AND 80.37 < carcolor_S <= 100.00 AND 49.00 < wetness <= 74.00 AND cartype = vehicle.tesla.model3 AND 2.00 < carnumber <= 3.00 AND ponding <= 25.00 AND pitch <= 0.00 AND roadtype = R,0.478643216,0.0004,Medium Risk Level
82,4739,"[17, 11, 1, 5, 10, 8, 13, 6, 1, 14, 4, 5, 7, 0, 2, 0, 3, 0, 8, 5, 12, 9, 6, 9, 8, 7, 13, 9, 2, 7]",Medium Risk Level,roadtype = X AND cartype = vehicle.tesla.model3 AND cloudiness <= 50.00 AND fogden > 76.00 AND carcolor_H <= 233.37 AND carcolor_V <= 56.08 AND -178.77 < yaw <= 100.04 AND 23.00 < fogdis <= 74.00 AND roll <= 0.00 AND wind > 24.00 AND 23.00 < wetness <= 49.00 AND time > 19.00 AND precipitation > 49.00 AND ponding > 25.00 AND pitch <= 0.00 AND 80.37 < carcolor_S <= 100.00,0.552457814,0,Medium Risk Level
83,3052,"[1, 16, 15, 10, 7, 9, 8, 0, 3, 13, 16, 14, 15, 3, 9, 7]",Low Risk level,cloudiness <= 50.00 AND 2.00 < carnumber <= 3.00 AND cardistance > 17.00 AND carcolor_H > 0.00 AND wetness <= 49.00 AND 0.00 < carcolor_S <= 100.00 AND carcolor_V > 56.08 AND time > 7.00 AND ponding > 50.00 AND yaw <= 100.04 AND roll <= 0.00,0.662372881,0.008,Low Risk level
84,7487,"[15, 6, 11, 5, 1, 14, 10, 13, 16, 13, 12, 8, 15, 6, 2, 7, 2, 10, 13, 15, 4, 9, 5, 4, 7]",Safety level,cardistance <= 9.00 AND fogdis > 74.00 AND cartype = vehicle.audi.tt AND fogden <= 24.00 AND cloudiness <= 75.00 AND roll > 0.00 AND carcolor_H > 69.60 AND -178.77 < yaw <= 0.01 AND carnumber > 2.00 AND pitch <= 0.00 AND carcolor_V > 56.08 AND 24.00 < precipitation <= 75.00 AND 23.00 < wetness <= 74.00 AND wind > 76.00 AND carcolor_S <= 100.00,0.920212766,0,Safety level
85,4995,"[17, 11, 10, 1, 15, 1, 8, 5, 12]",Medium Risk Level,roadtype = T AND cartype = vehicle.volkswagen.t2 AND carcolor_H <= 0.00 AND cloudiness <= 24.00 AND cardistance > 23.00 AND carcolor_V <= 56.08 AND fogden > 76.00 AND pitch <= 0.00,0.963589077,0.0006,Medium Risk Level
86,2999,"[1, 15, 6, 5, 16, 13, 14, 13, 3, 0, 10, 6, 3, 0, 8, 12, 6, 8, 9, 1, 9, 1, 0]",High Risk level,cloudiness > 75.00 AND cardistance > 9.00 AND fogdis <= 23.00 AND fogden > 24.00 AND carnumber > 2.00 AND -178.77 < yaw <= 100.04 AND roll <= 0.00 AND ponding > 75.00 AND time <= 7.00 AND carcolor_H <= 233.37 AND carcolor_V <= 65.88 AND pitch <= 0.00 AND carcolor_S > 80.37,0.851159794,0,Low Risk level
87,1089,"[1, 15, 5, 6]",High Risk level,cloudiness > 75.00 AND cardistance > 17.00 AND fogden > 50.00 AND fogdis <= 74.00,0.968545216,0.0483,High Risk level
88,5187,"[17, 10, 15, 1, 9, 16, 6, 7, 7, 8, 14, 16, 7]",Medium Risk Level,roadtype = X AND carcolor_H <= 69.60 AND cardistance > 17.00 AND cloudiness <= 75.00 AND carcolor_S <= 0.00 AND carnumber <= 2.00 AND fogdis <= 74.00 AND 23.00 < wetness <= 49.00 AND carcolor_V <= 85.10 AND roll <= 0.00,0.626591951,0.0018,Medium Risk Level
89,3165,"[1, 3, 11, 16, 15, 17, 2, 10, 15, 5, 6, 12, 6, 6, 8, 7]",Low Risk level,cloudiness <= 24.00 AND ponding > 75.00 AND cartype = vehicle.volkswagen.t2 AND carnumber > 2.00 AND cardistance <= 9.00 AND roadtype = X AND precipitation <= 24.00 AND carcolor_H <= 0.00 AND fogden > 24.00 AND 48.00 < fogdis <= 74.00 AND pitch <= 0.00 AND carcolor_V <= 56.08 AND wetness > 23.00,0.953827461,0.0005,Low Risk level
90,1262,"[15, 1, 6]",High Risk level,cardistance > 23.00 AND cloudiness > 50.00 AND fogdis <= 23.00,0.958868895,0.0318,High Risk level
91,3583,"[1, 15, 5, 2, 7]",High Risk level,cloudiness > 50.00 AND cardistance > 17.00 AND fogden > 50.00 AND precipitation <= 49.00 AND wetness > 23.00,0.95480226,0.041,Low Risk level
92,3891,"[15, 1, 11, 1, 6, 14, 8, 3, 17, 13, 16]",Medium Risk Level,cardistance <= 9.00 AND 50.00 < cloudiness <= 75.00 AND cartype = vehicle.volkswagen.t2 AND fogdis <= 74.00 AND roll <= 0.00 AND carcolor_V <= 65.88 AND ponding > 25.00 AND roadtype = I AND yaw > -178.77 AND carnumber <= 2.00,0.971088435,0.0005,Medium Risk Level
93,2812,"[1, 17, 15, 6, 10, 11, 8, 5, 14, 9, 6, 3, 0, 15, 10, 1, 3, 8]",Low Risk level,cloudiness <= 50.00 AND roadtype = I AND cardistance > 17.00 AND fogdis <= 48.00 AND carcolor_H <= 0.00 AND cartype = vehicle.citroen.c3 AND carcolor_V > 65.88 AND fogden <= 76.00 AND roll <= 0.00 AND carcolor_S <= 80.37 AND 25.00 < ponding <= 75.00 AND time <= 19.00,0.909568261,0.0019,Low Risk level
94,6297,"[1, 15, 6, 11, 10, 15]",Safety level,cloudiness <= 24.00 AND 9.00 < cardistance <= 17.00 AND fogdis > 74.00 AND cartype = vehicle.chevrolet.impala AND carcolor_H > 69.60,0.959244533,0.0014,Safety level
95,6984,"[15, 11, 5, 1, 0, 6, 13, 9, 3, 2, 4, 4, 8, 7, 8, 16, 5, 0, 12, 9, 15, 5, 2]",Safety level,cardistance <= 9.00 AND cartype = vehicle.bmw.grandtourer AND fogden <= 24.00 AND cloudiness <= 75.00 AND time <= 13.00 AND fogdis > 23.00 AND yaw > -178.77 AND carcolor_S <= 0.00 AND ponding <= 75.00 AND precipitation <= 49.00 AND 50.00 < wind <= 76.00 AND carcolor_V <= 65.88 AND wetness <= 74.00 AND carnumber > 2.00 AND pitch <= 0.00,0.888260255,0.0003,Safety level
96,448,"[15, 1, 11]",High Risk level,cardistance > 23.00 AND cloudiness > 50.00 AND cartype = vehicle.jeep.wrangler_rubicon,0.96193265,0.0094,High Risk level
97,2878,"[1, 6, 9, 16, 15, 13, 8, 3, 16, 0, 4, 2, 9, 13, 1, 13, 6, 7, 12, 11, 9, 5, 7, 8, 4, 3, 7, 3, 8, 4, 2, 17, 15, 10, 2, 15, 10]",Low Risk level,cloudiness <= 50.00 AND fogdis <= 48.00 AND 80.37 < carcolor_S <= 100.00 AND 2.00 < carnumber <= 3.00 AND 9.00 < cardistance <= 17.00 AND yaw <= -178.77 AND carcolor_V > 85.10 AND 25.00 < ponding <= 50.00 AND time <= 19.00 AND wind > 76.00 AND 24.00 < precipitation <= 49.00 AND 49.00 < wetness <= 74.00 AND pitch > 0.00 AND cartype = vehicle.toyota.prius AND fogden <= 76.00 AND roadtype = T AND carcolor_H <= 0.00,0.843086259,0.0001,Low Risk level
98,6235,"[17, 8, 15, 1, 5, 12, 13, 10, 9, 7, 7, 5, 0, 9, 0, 14, 2, 16, 3, 5, 13, 6, 2, 2, 6, 8, 4, 4, 4, 3, 3, 8, 0, 7, 16, 15, 1, 15, 6, 1]",Medium Risk Level,roadtype = X AND 65.88 < carcolor_V <= 85.10 AND 9.00 < cardistance <= 17.00 AND 50.00 < cloudiness <= 75.00 AND fogden > 76.00 AND pitch <= 0.00 AND -178.77 < yaw <= 100.04 AND carcolor_H <= 233.37 AND carcolor_S <= 80.37 AND wetness <= 23.00 AND 7.00 < time <= 13.00 AND roll <= 0.00 AND precipitation > 75.00 AND carnumber <= 2.00 AND 25.00 < ponding <= 50.00 AND fogdis > 74.00 AND 24.00 < wind <= 50.00,0.861538462,0,Safety level
99,1989,"[1, 10, 0, 15, 9, 8, 5, 10, 0, 3, 14, 16, 7, 17, 0, 16, 4, 9]",Low Risk level,cloudiness <= 75.00 AND carcolor_H > 233.37 AND 7.00 < time <= 13.00 AND cardistance > 9.00 AND 80.37 < carcolor_S <= 100.00 AND carcolor_V > 56.08 AND fogden <= 50.00 AND ponding > 25.00 AND roll <= 0.00 AND 2.00 < carnumber <= 3.00 AND wetness <= 74.00 AND roadtype = T AND wind > 24.00,0.50742166,0.0012,Low Risk level
100,7562,"[15, 1, 11, 5, 10, 6, 3, 2, 4, 5, 8, 15, 16, 13, 13, 9, 5, 12, 6, 4, 1, 10, 0, 9, 0, 8, 15, 10, 0]",Safety level,cardistance <= 9.00 AND cloudiness <= 50.00 AND cartype = vehicle.audi.etron AND fogden <= 24.00 AND carcolor_H > 233.37 AND fogdis > 48.00 AND ponding <= 75.00 AND precipitation > 24.00 AND wind > 50.00 AND carcolor_V <= 65.88 AND carnumber <= 3.00 AND yaw <= 0.01 AND 0.00 < carcolor_S <= 100.00 AND pitch <= 0.00 AND time <= 7.00,0.929644269,0.0003,Safety level
101,5252,"[1, 15, 11, 10, 5]",High Risk level,cloudiness > 75.00 AND cardistance > 17.00 AND cartype = vehicle.nissan.micra AND carcolor_H <= 69.60 AND fogden > 50.00,0.968888889,0.0059,Medium Risk Level
102,5734,"[15, 1, 11, 5, 13, 2, 3, 16, 4, 17, 9, 10, 3]",Safety level,cardistance <= 9.00 AND cloudiness <= 50.00 AND cartype = vehicle.bmw.grandtourer AND fogden <= 50.00 AND yaw > 100.04 AND precipitation <= 24.00 AND 25.00 < ponding <= 50.00 AND carnumber <= 2.00 AND wind <= 76.00 AND roadtype = R AND carcolor_S <= 0.00 AND carcolor_H <= 0.00,0.957475995,0.0001,Safety level
103,1513,"[15, 1, 6, 5, 15, 4, 13, 13, 8, 0, 7, 15, 9, 4, 6, 7, 6, 14, 7, 2, 4, 8, 3, 12, 3]",High Risk level,cardistance > 23.00 AND cloudiness > 24.00 AND fogdis <= 23.00 AND fogden > 24.00 AND wind > 76.00 AND yaw > 0.01 AND carcolor_V <= 65.88 AND time > 7.00 AND wetness > 74.00 AND carcolor_S <= 100.00 AND roll <= 0.00 AND precipitation <= 75.00 AND ponding <= 50.00 AND pitch <= 0.00,0.795730228,0.0007,High Risk level
104,4258,"[17, 5, 1, 15, 3, 6, 16, 14, 3, 5, 3, 5, 6, 7, 13, 9, 15, 1, 6, 0, 0, 7, 9, 13, 1, 15, 2, 8, 4]",Medium Risk Level,roadtype = X AND 50.00 < fogden <= 76.00 AND 50.00 < cloudiness <= 75.00 AND 9.00 < cardistance <= 17.00 AND 50.00 < ponding <= 75.00 AND fogdis <= 23.00 AND carnumber <= 3.00 AND roll <= 0.00 AND 23.00 < wetness <= 74.00 AND -178.77 < yaw <= 100.04 AND 0.00 < carcolor_S <= 100.00 AND 13.00 < time <= 19.00 AND precipitation <= 49.00 AND carcolor_V <= 65.88 AND wind <= 76.00,0.874487705,0.0002,Medium Risk Level
105,5478,"[15, 1, 1, 5, 6, 13, 10, 15, 11, 17]",Medium Risk Level,cardistance <= 9.00 AND 50.00 < cloudiness <= 75.00 AND fogden > 76.00 AND fogdis <= 23.00 AND yaw > 100.04 AND carcolor_H > 69.60 AND cartype = vehicle.audi.tt AND roadtype = R,0.96474359,0.0001,Medium Risk Level
106,5896,"[1, 15, 17, 3, 5, 15, 6]",Safety level,cloudiness <= 24.00 AND 9.00 < cardistance <= 17.00 AND roadtype = I AND ponding <= 50.00 AND fogden <= 24.00 AND fogdis > 23.00,0.966719493,0.0028,Safety level
107,6359,"[15, 1, 11, 5, 3, 13, 4, 2, 9, 3, 7, 15, 0, 5, 1, 15, 16, 10, 10, 8, 0, 7, 0, 12, 9, 9, 4, 2, 2, 3, 10, 4, 5, 8]",Safety level,cardistance <= 9.00 AND cloudiness <= 50.00 AND cartype = vehicle.citroen.c3 AND fogden <= 24.00 AND 25.00 < ponding <= 50.00 AND yaw > -178.77 AND wind <= 24.00 AND precipitation > 75.00 AND carcolor_S <= 0.00 AND 23.00 < wetness <= 74.00 AND time <= 7.00 AND carnumber <= 3.00 AND carcolor_H <= 0.00 AND carcolor_V > 65.88 AND pitch <= 0.00,0.900494438,0.0002,Safety level
108,1435,"[1, 15, 11, 9, 6, 4, 16, 14, 5, 10, 3, 1, 0, 4, 1, 9, 16, 9, 12, 4, 5, 13, 13, 0, 7, 8, 7, 3, 6, 10, 10, 2, 8, 5]",High Risk level,cloudiness > 75.00 AND cardistance > 9.00 AND cartype = vehicle.jeep.wrangler_rubicon AND carcolor_S <= 0.00 AND 23.00 < fogdis <= 74.00 AND wind > 76.00 AND carnumber > 3.00 AND roll <= 0.00 AND 50.00 < fogden <= 76.00 AND carcolor_H <= 0.00 AND ponding <= 25.00 AND time > 13.00 AND pitch <= 0.00 AND yaw > 0.01 AND wetness > 49.00 AND 65.88 < carcolor_V <= 85.10 AND precipitation <= 75.00,0.843414358,0,High Risk level
109,6427,"[1, 15, 6, 11, 13, 3]",Safety level,cloudiness <= 24.00 AND cardistance <= 17.00 AND fogdis > 74.00 AND cartype = vehicle.chevrolet.impala AND yaw > 100.04 AND ponding <= 50.00,0.952727273,0.0001,Safety level
110,4741,"[17, 11, 1, 15, 1, 9, 10, 14, 3, 7, 8, 0, 9, 10, 2, 9, 15, 5, 16, 2, 13, 4, 7, 7, 4, 4, 5]",Medium Risk Level,roadtype = X AND cartype = vehicle.citroen.c3 AND cloudiness <= 50.00 AND cardistance > 17.00 AND carcolor_S <= 0.00 AND carcolor_H <= 69.60 AND roll > 0.00 AND ponding > 25.00 AND wetness <= 23.00 AND carcolor_V <= 85.10 AND time <= 19.00 AND precipitation > 49.00 AND 24.00 < fogden <= 76.00 AND carnumber <= 3.00 AND yaw <= 100.04 AND wind > 76.00,0.90106383,0.0003,Medium Risk Level
111,7300,"[15, 1, 6, 11, 13, 5, 3, 2, 7]",Safety level,cardistance <= 17.00 AND cloudiness <= 50.00 AND fogdis > 74.00 AND cartype = vehicle.chevrolet.impala AND yaw > 100.04 AND fogden <= 24.00 AND ponding <= 75.00 AND precipitation > 24.00 AND wetness <= 74.00,0.950253807,0.0005,Safety level
112,1038,"[1, 13, 5, 2, 6, 14, 0, 8, 2, 4, 17, 4, 10, 0, 5, 1, 0, 9, 1, 2, 5, 12, 3, 7, 8, 8, 4, 9, 7, 10, 3]",High Risk level,cloudiness > 75.00 AND yaw <= 100.04 AND fogden > 76.00 AND precipitation > 75.00 AND fogdis <= 74.00 AND roll <= 0.00 AND time > 19.00 AND carcolor_V <= 56.08 AND 24.00 < wind <= 50.00 AND roadtype = X AND 0.00 < carcolor_H <= 233.37 AND 0.00 < carcolor_S <= 100.00 AND pitch <= 0.00 AND ponding <= 25.00 AND 23.00 < wetness <= 74.00,0.764628534,0.0003,High Risk level
113,2150,"[1, 15, 17, 3]",Low Risk level,cloudiness <= 24.00 AND cardistance > 23.00 AND roadtype = I AND ponding > 50.00,0.973626374,0.0086,Low Risk level
114,6334,"[15, 1, 6, 11, 10, 15]",Safety level,9.00 < cardistance <= 17.00 AND cloudiness <= 24.00 AND fogdis > 74.00 AND cartype = vehicle.chevrolet.impala AND carcolor_H > 69.60,0.959356478,0.0007,Safety level
115,5742,"[15, 6, 3, 8, 5, 0, 9, 16, 2, 12, 8, 0, 15, 6, 14, 9, 3, 9, 15, 8, 5, 4, 2, 0, 3, 7, 4, 7, 16, 4, 6, 2, 10, 13, 7, 17, 5]",Safety level,cardistance <= 9.00 AND fogdis > 74.00 AND ponding <= 25.00 AND carcolor_V > 85.10 AND 24.00 < fogden <= 50.00 AND time <= 7.00 AND 80.37 < carcolor_S <= 100.00 AND carnumber <= 2.00 AND precipitation <= 24.00 AND pitch > 0.00 AND roll <= 0.00 AND wind > 76.00 AND wetness <= 23.00 AND carcolor_H <= 0.00 AND yaw > 100.04 AND roadtype = R,0.824044586,0.0004,Safety level
116,1185,"[1, 15, 10, 3]",High Risk level,cloudiness > 75.00 AND cardistance > 17.00 AND carcolor_H <= 69.60 AND ponding > 75.00,0.959731544,0.0197,High Risk level
117,3300,"[1, 6, 16, 15, 17]",Low Risk level,cloudiness <= 24.00 AND fogdis <= 48.00 AND carnumber > 2.00 AND cardistance > 17.00 AND roadtype = I,0.963604853,0.0141,Low Risk level
